#mu,eb,a_crit
0.450,0.29,3.20
0.460,0.50,3.55
0.390,0.00,2.26
0.420,0.69,3.93
0.500,0.40,3.49
0.440,0.08,2.67
0.470,0.74,3.97
0.490,0.17,2.75
0.410,0.46,3.54
0.400,0.26,3.17
0.460,0.51,3.55
0.450,0.30,3.21
0.390,0.01,2.29
0.420,0.70,3.94
0.500,0.41,3.50
0.440,0.09,2.69
0.490,0.18,2.76
0.470,0.75,3.97
0.390,0.02,2.30
0.400,0.27,3.19
0.460,0.52,3.56
0.410,0.47,3.57
0.500,0.42,3.50
0.450,0.31,3.23
0.420,0.71,3.94
0.440,0.10,2.69
0.470,0.76,3.97
0.400,0.28,3.22
0.460,0.53,3.57
0.490,0.19,2.77
0.390,0.03,2.30
0.420,0.72,3.95
0.500,0.43,3.51
0.410,0.48,3.57
0.450,0.32,3.24
0.440,0.11,2.69
0.400,0.29,3.22
0.470,0.77,3.98
0.390,0.04,2.37
0.460,0.54,3.57
0.490,0.20,2.78
0.420,0.73,3.95
0.450,0.33,3.25
0.410,0.49,3.57
0.500,0.44,3.51
0.440,0.12,2.70
0.400,0.30,3.23
0.490,0.21,2.80
0.460,0.55,3.58
0.470,0.78,3.98
0.390,0.05,2.37
0.410,0.50,3.58
0.450,0.34,3.26
0.420,0.74,3.97
0.490,0.22,3.06
0.400,0.31,3.24
0.500,0.45,3.52
0.440,0.13,2.71
0.460,0.56,3.58
0.470,0.79,3.98
0.390,0.06,2.39
0.410,0.51,3.59
0.490,0.23,3.07
0.400,0.32,3.26
0.420,0.75,3.97
0.450,0.35,3.27
0.460,0.57,3.59
0.500,0.46,3.52
0.410,0.52,3.61
0.440,0.14,2.72
0.390,0.07,2.65
0.470,0.80,3.99
0.450,0.36,3.27
0.460,0.58,3.60
0.440,0.15,2.73
0.490,0.24,3.07
0.400,0.33,3.27
0.410,0.53,3.85
0.420,0.76,3.98
0.390,0.08,2.66
0.500,0.47,3.53
0.480,0.00,2.27
0.460,0.59,3.67
0.420,0.77,3.98
0.450,0.37,3.28
0.410,0.54,3.86
0.490,0.25,3.08
0.440,0.16,2.74
0.400,0.34,3.46
0.390,0.09,2.69
0.500,0.48,3.53
0.480,0.01,2.30
0.460,0.60,3.90
0.410,0.55,3.86
0.390,0.10,2.68
0.420,0.78,3.98
0.450,0.38,3.48
0.440,0.17,2.75
0.490,0.26,3.09
0.400,0.35,3.46
0.500,0.49,3.54
0.390,0.11,2.68
0.460,0.61,3.90
0.480,0.02,2.29
0.410,0.56,3.87
0.440,0.18,2.76
0.420,0.79,3.98
0.450,0.39,3.49
0.490,0.27,3.11
0.390,0.12,2.69
0.400,0.36,3.47
0.500,0.50,3.54
0.460,0.62,3.90
0.410,0.57,3.87
0.440,0.19,2.78
0.480,0.03,2.35
0.420,0.80,3.99
0.490,0.28,3.11
0.450,0.40,3.49
0.390,0.13,2.70
0.500,0.51,3.55
0.440,0.20,2.79
0.400,0.37,3.48
0.460,0.63,3.90
0.410,0.58,3.89
0.480,0.04,2.38
0.430,0.00,2.27
0.490,0.29,3.19
0.450,0.41,3.50
0.440,0.21,3.10
0.410,0.59,3.90
0.500,0.52,3.55
0.390,0.14,2.71
0.400,0.38,3.48
0.460,0.64,3.91
0.480,0.05,2.36
0.430,0.01,2.30
0.400,0.39,3.49
0.490,0.30,3.20
0.390,0.15,2.72
0.440,0.22,3.11
0.450,0.42,3.51
0.500,0.53,3.56
0.410,0.60,3.90
0.460,0.65,3.91
0.480,0.06,2.39
0.390,0.16,2.73
0.430,0.02,2.30
0.400,0.40,3.49
0.490,0.31,3.20
0.440,0.23,3.12
0.500,0.54,3.57
0.450,0.43,3.51
0.460,0.66,3.91
0.410,0.61,3.90
0.480,0.07,2.66
0.430,0.03,2.30
0.390,0.17,2.75
0.400,0.41,3.51
0.440,0.24,3.14
0.500,0.55,3.57
0.410,0.62,3.90
0.490,0.32,3.21
0.480,0.08,2.67
0.450,0.44,3.51
0.460,0.67,3.92
0.430,0.04,2.38
0.410,0.63,3.91
0.500,0.56,3.58
0.390,0.18,2.76
0.440,0.25,3.15
0.400,0.42,3.51
0.490,0.33,3.22
0.480,0.09,2.69
0.450,0.45,3.52
0.430,0.05,2.37
0.460,0.68,3.93
0.410,0.64,3.91
0.500,0.57,3.58
0.390,0.19,2.77
0.440,0.26,3.16
0.450,0.46,3.52
0.430,0.06,2.64
0.400,0.43,3.52
0.490,0.34,3.23
0.480,0.10,2.69
0.460,0.69,3.93
0.410,0.65,3.91
0.500,0.58,3.59
0.430,0.07,2.65
0.440,0.27,3.18
0.450,0.47,3.53
0.390,0.20,2.78
0.480,0.11,2.69
0.400,0.44,3.52
0.490,0.35,3.24
0.440,0.28,3.19
0.460,0.70,3.93
0.410,0.66,3.92
0.390,0.21,3.10
0.480,0.12,2.70
0.500,0.59,3.60
0.430,0.08,2.67
0.450,0.48,3.53
0.400,0.45,3.53
0.490,0.36,3.27
0.460,0.71,3.94
0.440,0.29,3.20
0.480,0.13,2.71
0.410,0.67,3.92
0.500,0.60,3.60
0.390,0.22,3.11
0.430,0.09,2.69
0.450,0.49,3.54
0.400,0.46,3.54
0.490,0.37,3.28
0.480,0.14,2.72
0.440,0.30,3.23
0.460,0.72,3.94
0.500,0.61,3.61
0.410,0.68,3.93
0.390,0.23,3.13
0.430,0.10,2.69
0.480,0.15,2.73
0.450,0.50,3.55
0.400,0.47,3.57
0.440,0.31,3.23
0.490,0.38,3.28
0.460,0.73,3.95
0.500,0.62,3.61
0.480,0.16,2.74
0.410,0.69,3.93
0.390,0.24,3.15
0.450,0.51,3.56
0.430,0.11,2.69
0.460,0.74,3.97
0.490,0.39,3.49
0.400,0.48,3.57
0.500,0.63,3.62
0.440,0.32,3.24
0.480,0.17,2.75
0.390,0.25,3.16
0.410,0.70,3.94
0.400,0.49,3.58
0.450,0.52,3.56
0.430,0.12,2.70
0.460,0.75,3.97
0.490,0.40,3.49
0.440,0.33,3.26
0.500,0.64,3.63
0.480,0.18,2.76
0.410,0.71,3.94
0.400,0.50,3.59
0.450,0.53,3.57
0.460,0.76,3.97
0.390,0.26,3.18
0.490,0.41,3.50
0.430,0.13,2.71
0.440,0.34,3.26
0.410,0.72,3.95
0.500,0.65,3.63
0.480,0.19,2.77
0.490,0.42,3.50
0.400,0.51,3.60
0.450,0.54,3.58
0.460,0.77,3.98
0.390,0.27,3.19
0.430,0.14,2.72
0.410,0.73,3.95
0.440,0.35,3.27
0.480,0.20,2.79
0.500,0.66,3.64
0.390,0.28,3.22
0.490,0.43,3.51
0.400,0.52,3.61
0.460,0.78,3.98
0.450,0.55,3.59
0.430,0.15,2.73
0.480,0.21,2.80
0.410,0.74,3.97
0.440,0.36,3.28
0.390,0.29,3.22
0.500,0.67,3.65
0.490,0.44,3.51
0.450,0.56,3.60
0.480,0.22,3.11
0.460,0.79,3.98
0.500,0.68,3.65
0.400,0.53,3.85
0.430,0.16,2.74
0.490,0.45,3.52
0.410,0.75,3.97
0.440,0.37,3.48
0.390,0.30,3.23
0.450,0.57,3.87
0.500,0.69,3.66
0.460,0.80,3.99
0.480,0.23,3.12
0.400,0.54,3.86
0.440,0.38,3.48
0.430,0.17,2.75
0.490,0.46,3.52
0.470,0.00,2.27
0.410,0.76,3.97
0.390,0.31,3.25
0.450,0.58,3.88
0.500,0.70,3.67
0.480,0.24,3.13
0.400,0.55,3.86
0.470,0.01,2.30
0.440,0.39,3.49
0.430,0.18,2.77
0.490,0.47,3.53
0.390,0.32,3.26
0.410,0.77,3.98
0.500,0.71,3.69
0.450,0.59,3.90
0.480,0.25,3.14
0.430,0.19,2.78
0.470,0.02,2.29
0.400,0.56,3.87
0.440,0.40,3.49
0.410,0.78,3.99
0.490,0.48,3.53
0.500,0.72,3.94
0.390,0.33,3.27
0.450,0.60,3.89
0.480,0.26,3.15
0.430,0.20,2.79
0.410,0.79,3.99
0.500,0.73,3.94
0.470,0.03,2.40
0.400,0.57,3.87
0.440,0.41,3.50
0.490,0.49,3.54
0.390,0.34,3.46
0.450,0.61,3.90
0.480,0.27,3.17
0.430,0.21,3.10
0.500,0.74,3.94
0.410,0.80,4.00
0.440,0.42,3.51
0.390,0.35,3.47
0.400,0.58,3.89
0.470,0.04,2.39
0.500,0.75,3.95
0.490,0.50,3.54
0.480,0.28,3.18
0.450,0.62,3.90
0.430,0.22,3.11
0.420,0.00,2.27
0.500,0.76,3.97
0.440,0.43,3.51
0.390,0.36,3.47
0.400,0.59,3.90
0.470,0.05,2.36
0.490,0.51,3.55
0.480,0.29,3.19
0.420,0.01,2.30
0.450,0.63,3.90
0.500,0.77,3.97
0.430,0.23,3.12
0.440,0.44,3.51
0.400,0.60,3.90
0.470,0.06,2.65
0.390,0.37,3.48
0.450,0.64,3.91
0.490,0.52,3.55
0.500,0.78,3.97
0.420,0.02,2.29
0.480,0.30,3.20
0.440,0.45,3.52
0.430,0.24,3.14
0.400,0.61,3.90
0.450,0.65,3.91
0.470,0.07,2.66
0.480,0.31,3.21
0.390,0.38,3.48
0.420,0.03,2.40
0.500,0.79,3.98
0.490,0.53,3.56
0.440,0.46,3.52
0.430,0.25,3.15
0.450,0.66,3.92
0.400,0.62,3.90
0.480,0.32,3.22
0.470,0.08,2.67
0.390,0.39,3.49
0.420,0.04,2.38
0.400,0.63,3.91
0.500,0.80,3.98
0.490,0.54,3.57
0.450,0.67,3.92
0.440,0.47,3.53
0.480,0.33,3.23
0.430,0.26,3.16
0.400,0.64,3.91
0.390,0.40,3.50
0.470,0.09,2.69
0.420,0.05,2.37
0.440,0.48,3.54
0.480,0.34,3.25
0.450,0.68,3.93
0.430,0.27,3.18
0.490,0.55,3.58
0.400,0.65,3.91
0.470,0.10,2.69
0.390,0.41,3.51
0.440,0.49,3.54
0.480,0.35,3.27
0.420,0.06,2.64
0.450,0.69,3.93
0.490,0.56,3.58
0.400,0.66,3.92
0.430,0.28,3.19
0.390,0.42,3.51
0.470,0.11,2.69
0.480,0.36,3.27
0.440,0.50,3.55
0.450,0.70,3.94
0.490,0.57,3.58
0.420,0.07,2.65
0.400,0.67,3.92
0.430,0.29,3.22
0.470,0.12,2.69
0.400,0.68,3.93
0.390,0.43,3.52
0.420,0.08,2.67
0.450,0.71,3.94
0.480,0.37,3.28
0.440,0.51,3.56
0.430,0.30,3.23
0.490,0.58,3.59
0.420,0.09,2.69
0.400,0.69,3.93
0.450,0.72,3.95
0.470,0.13,2.71
0.390,0.44,3.53
0.430,0.31,3.24
0.480,0.38,3.28
0.440,0.52,3.57
0.400,0.70,3.94
0.490,0.59,3.60
0.450,0.73,3.97
0.470,0.14,2.72
0.420,0.10,2.69
0.430,0.32,3.25
0.390,0.45,3.53
0.440,0.53,3.58
0.400,0.71,3.94
0.490,0.60,3.60
0.480,0.39,3.49
0.470,0.15,2.73
0.450,0.74,3.97
0.390,0.46,3.55
0.420,0.11,2.69
0.440,0.54,3.59
0.430,0.33,3.26
0.480,0.40,3.49
0.400,0.72,3.95
0.490,0.61,3.61
0.450,0.75,3.97
0.470,0.16,2.74
0.390,0.47,3.57
0.420,0.12,2.70
0.440,0.55,3.60
0.430,0.34,3.26
0.480,0.41,3.50
0.490,0.62,3.62
0.400,0.73,3.97
0.470,0.17,2.75
0.450,0.76,3.97
0.420,0.13,2.71
0.430,0.35,3.28
0.490,0.63,3.62
0.390,0.48,3.58
0.480,0.42,3.50
0.440,0.56,3.87
0.400,0.74,3.97
0.430,0.36,3.28
0.470,0.18,2.76
0.420,0.14,2.72
0.490,0.64,3.63
0.450,0.77,3.98
0.430,0.37,3.48
0.390,0.49,3.59
0.420,0.15,2.73
0.480,0.43,3.51
0.490,0.65,3.64
0.400,0.75,3.97
0.440,0.57,3.87
0.470,0.19,2.77
0.450,0.78,3.98
0.420,0.16,2.74
0.430,0.38,3.48
0.490,0.66,3.64
0.470,0.20,2.78
0.390,0.50,3.60
0.400,0.76,3.97
0.480,0.44,3.51
0.440,0.58,3.88
0.420,0.17,2.75
0.450,0.79,3.98
0.390,0.51,3.60
0.430,0.39,3.49
0.490,0.67,3.65
0.400,0.77,3.98
0.470,0.21,2.80
0.480,0.45,3.52
0.440,0.59,3.90
0.450,0.80,3.99
0.420,0.18,2.76
0.490,0.68,3.67
0.440,0.60,3.90
0.470,0.22,3.11
0.390,0.52,3.85
0.430,0.40,3.49
0.400,0.78,3.99
0.480,0.46,3.52
0.460,0.00,2.27
0.490,0.69,3.93
0.440,0.61,3.90
0.420,0.19,2.77
0.400,0.79,3.99
0.430,0.41,3.50
0.390,0.53,3.85
0.470,0.23,3.12
0.490,0.70,3.93
0.480,0.47,3.53
0.460,0.01,2.30
0.440,0.62,3.90
0.420,0.20,2.79
0.430,0.42,3.51
0.470,0.24,3.13
0.400,0.80,4.00
0.390,0.54,3.86
0.490,0.71,3.94
0.480,0.48,3.53
0.440,0.63,3.90
0.460,0.02,2.30
0.480,0.49,3.54
0.420,0.21,3.10
0.430,0.43,3.51
0.390,0.55,3.86
0.410,0.00,2.27
0.470,0.25,3.14
0.490,0.72,3.94
0.440,0.64,3.91
0.460,0.03,2.40
0.480,0.50,3.54
0.420,0.22,3.11
0.430,0.44,3.52
0.460,0.04,2.39
0.470,0.26,3.16
0.490,0.73,3.94
0.390,0.56,3.87
0.440,0.65,3.91
0.410,0.01,2.29
0.420,0.23,3.12
0.480,0.51,3.55
0.460,0.05,2.36
0.490,0.74,3.95
0.440,0.66,3.92
0.430,0.45,3.52
0.470,0.27,3.17
0.390,0.57,3.87
0.410,0.02,2.29
0.420,0.24,3.14
0.460,0.06,2.39
0.480,0.52,3.56
0.490,0.75,3.95
0.440,0.67,3.92
0.430,0.46,3.53
0.390,0.58,3.89
0.470,0.28,3.18
0.420,0.25,3.15
0.410,0.03,2.30
0.460,0.07,2.65
0.490,0.76,3.97
0.440,0.68,3.93
0.480,0.53,3.56
0.430,0.47,3.53
0.470,0.29,3.19
0.390,0.59,3.90
0.420,0.26,3.16
0.490,0.77,3.97
0.460,0.08,2.68
0.410,0.04,2.38
0.440,0.69,3.93
0.430,0.48,3.54
0.480,0.54,3.57
0.470,0.30,3.20
0.460,0.09,2.69
0.390,0.60,3.90
0.420,0.27,3.18
0.490,0.78,3.97
0.410,0.05,2.37
0.440,0.70,3.94
0.480,0.55,3.58
0.470,0.31,3.21
0.420,0.28,3.19
0.430,0.49,3.55
0.460,0.10,2.69
0.440,0.71,3.94
0.390,0.61,3.90
0.490,0.79,3.98
0.480,0.56,3.58
0.430,0.50,3.56
0.470,0.32,3.22
0.440,0.72,3.95
0.490,0.80,3.98
0.460,0.11,2.69
0.390,0.62,3.90
0.480,0.57,3.58
0.470,0.33,3.24
0.500,0.00,2.27
0.430,0.51,3.57
0.460,0.12,2.69
0.440,0.73,3.97
0.390,0.63,3.91
0.480,0.58,3.59
0.470,0.34,3.26
0.500,0.01,2.30
0.460,0.13,2.71
0.440,0.74,3.97
0.470,0.35,3.27
0.480,0.59,3.60
0.500,0.02,2.29
0.460,0.14,2.72
0.470,0.36,3.27
0.480,0.60,3.60
0.500,0.03,2.28
0.460,0.15,2.73
0.470,0.37,3.28
0.480,0.61,3.61
0.500,0.04,2.39
0.460,0.16,2.74
0.470,0.38,3.48
0.480,0.62,3.62
0.470,0.39,3.49
